spotify_id,daily_rank,daily_movement,weekly_movement,country,popularity,is_explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0bYg9bo50gSsH3LtXe2SQn,1,0,0,,100,FALSE,241106,0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,4
06qMRF18gwbOYYbnP2du6i,2,0,0,,89,FALSE,265960,0.733,0.598,2,-8.228,1,0.0278,0.212,3.71E-06,0.156,0.935,107.732,4
2EjXfH91m7f8HiJN1yQg97,3,0,1,,98,FALSE,126266,0.589,0.472,8,-8.749,1,0.0502,0.614,0,0.505,0.898,67.196,4
3rUGC1vUpkDG9CZFHMur1t,4,5,-1,,99,TRUE,131872,0.75,0.733,6,-3.18,0,0.0319,0.256,0,0.114,0.844,111.018,1
7vQbuQcyTflfCIOu3Uzzya,5,-1,4,,94,FALSE,130973,0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,4
3vkCueOmm7xQDoJ17W1Pm3,6,5,-1,,98,FALSE,137773,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,4
0lizgQ7Qw35od7CYaoMBZb,7,-2,43,,96,FALSE,204093,0.525,0.621,7,-7.364,1,0.116,0.0489,0,0.294,0.591,191.9,4
1rv46mRwDqMEhOBZ7vODg3,8,-2,2,,87,FALSE,207199,0.331,0.223,4,-11.274,1,0.0338,0.88,5.92E-06,0.343,0.355,92.896,3
1BxfuPKGuaTgP7aM0Bbdwr,9,6,-1,,98,FALSE,178426,0.552,0.702,9,-5.707,1,0.157,0.117,2.06E-05,0.105,0.564,169.994,4
1IcR6RlgvDczfvoWJSSY2A,10,-3,3,,79,FALSE,151000,0.234,0.526,2,-11.656,1,0.0411,0.871,2.34E-06,0.122,0.649,201.739,3
4xhsWYTOGcal8zt0J161CU,11,6,-4,,97,TRUE,138411,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19E-06,0.0937,0.606,104.983,4
7uoFMmxln0GPXQ0AcCBXRq,12,-2,2,,94,FALSE,165900,0.716,0.512,1,-6.257,1,0.0331,0.483,0,0.0928,0.326,104.957,3
2uFaJJtFpPDc5Pa95XzTvg,13,-5,2,,95,FALSE,117146,0.451,0.24,1,-14.014,1,0.0351,0.912,2.45E-06,0.175,0.701,134.009,4
7CyPwkp0oE8Ro9Dd5CUDjW,14,4,-3,,94,FALSE,244684,0.522,0.641,8,-6.287,1,0.0318,0.0545,0,0.162,0.202,87.51,4
3YZE5qDV7u1ZD1gZc47ZeR,15,-3,7,,86,FALSE,229640,0.509,0.812,8,-5.439,1,0.0537,0.00128,1.99E-05,0.214,0.689,159.878,4
6tjituizSxwSmBB5vtgHZE,16,-3,8,,83,FALSE,119786,0.647,0.465,7,-8.308,1,0.0428,0.865,0,0.0882,0.699,151.251,4
2HRgqmZQC0MC7GeNuDIXHN,17,3,-5,,90,TRUE,183550,0.79,0.831,11,-4.185,1,0.044,0.312,0,0.0797,0.872,124.987,4
0R6NfOiLzLj4O5VbYSJAjf,18,3,32,,88,FALSE,172264,0.751,0.819,11,-4.372,0,0.0409,0.255,0,0.236,0.697,131.842,3
0oPdaY4dXtc3ZsaG17V972,19,-5,13,,88,FALSE,182066,0.513,0.831,2,-9.004,1,0.0383,0.55,0,0.336,0.963,148.837,4
56y1jOTK0XSvJzVv9vHQBK,20,2,-1,,88,TRUE,230480,0.864,0.556,2,-7.683,0,0.194,0.255,3.85E-06,0.112,0.726,99.974,4
5XeFesFbtLpXzIVDNQP22n,21,4,0,,95,FALSE,183956,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4
7fUYUcWy853HS8YJn0b3Sr,22,-6,12,,83,FALSE,181266,0.529,0.772,2,-7.013,1,0.0287,0.403,2.21E-06,0.316,0.853,91.751,4
5RqSsdzTNPX1uzkmlHCFvK,23,0,-3,,93,TRUE,172797,0.841,0.738,7,-7.455,0,0.307,0.52,0,0.0892,0.484,169.918,4
2HafqoJbgXdtjwCOvNEF14,24,7,-7,,97,FALSE,184061,0.537,0.421,5,-8.72,1,0.0285,0.827,0,0.138,0.524,98.224,4
7iQXYTyuG13aoeHxGG28Nh,25,-1,-7,,96,TRUE,162767,0.911,0.778,5,-2.248,1,0.262,0.0887,2.16E-05,0.179,0.345,96.057,4
5mjYQaktjmjcMKcUIcqz4s,26,6,-3,,96,FALSE,172964,0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,4
7xapw9Oy21WpfEcib2ErSA,27,-8,8,,92,FALSE,182946,0.657,0.56,6,-9.049,0,0.0467,0.498,0,0.0794,0.854,161.993,4
2KslE17cAJNHTsI2MI0jb2,28,6,-12,,97,FALSE,206019,0.711,0.809,2,-4.389,0,0.0955,0.0447,0,0.339,0.816,106.017,4
5aIVCx5tnk0ntmdiinnYvw,29,7,-3,,95,FALSE,200255,0.673,0.722,3,-3.495,0,0.0755,0.0856,0,0.137,0.519,117.187,4
6CvTEtGagmzQvkUzzyKR9k,30,-1,-5,,95,TRUE,143327,0.815,0.741,1,-6.04,1,0.0569,0.0277,0.0183,0.219,0.591,125.031,4
6uIIdjYTxxpWOyWuVXrKQO,31,-3,-3,,94,TRUE,191466,0.808,0.944,10,-4.863,0,0.0408,0.183,1.11E-06,0.138,0.937,124.934,3
5PyDJG7SQRgWXefgexqIge,32,6,-5,,84,TRUE,265360,0.755,0.687,8,-6.247,0,0.101,0.183,0.000177,0.125,0.381,123.01,4
7bywjHOc0wSjGGbj04XbVi,33,11,17,,88,FALSE,196800,0.774,0.86,7,-2.888,0,0.13,0.131,0,0.116,0.446,100.019,4
0mflMxspEfB0VbI1kyLiAv,34,12,-3,,93,FALSE,182346,0.662,0.488,9,-6.894,1,0.0682,0.782,0,0.102,0.817,117.913,4
1kuGVB7EU95pJObxwvfwKS,35,4,-5,,94,TRUE,219724,0.511,0.532,5,-5.745,1,0.0578,0.177,0,0.291,0.35,138.005,4
7MXVkk9YMctZqd1Srtv4MB,36,9,-7,,94,TRUE,230453,0.679,0.587,7,-7.015,1,0.276,0.141,6.35E-06,0.137,0.486,186.003,4
5XVdHRf4CAJ2Jm0uMIy5qY,37,5,13,,90,TRUE,156345,0.778,0.835,11,-3.598,0,0.0767,0.152,0,0.109,0.666,140.082,4
1odExI7RdWc4BT515LTAwj,38,12,0,,94,FALSE,212953,0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,4
77khP2fIVhSW23NwxrRluh,39,-9,11,,91,FALSE,135533,0.683,0.375,0,-13.056,1,0.0303,0.579,0,0.076,0.888,140.467,4
4bw8mcDUSRWfQo63ZTYRnU,40,3,-4,,90,TRUE,142334,0.909,0.762,9,-3.974,1,0.0643,0.434,0,0.0856,0.843,101.987,3
1Qrg8KqiBpW07V7PNxwwwL,41,9,-8,,92,FALSE,153946,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,4
27RYrbL6S02LNVhDWVl38b,42,-16,8,,91,FALSE,214333,0.321,0.64,2,-10.023,1,0.0324,0.28,0,0.718,0.414,146.172,3
1udwFobQ1JoOdWPQrp2b6u,43,7,-4,,91,TRUE,229938,0.575,0.56,5,-7.302,1,0.478,0.173,0,0.257,0.471,75.956,4
7yDHHVKLbvDmVw1XXhDDIO,44,4,-1,,87,FALSE,250158,0.413,0.406,10,-10.23,0,0.0353,0.768,2.22E-06,0.107,0.281,76.944,4
4kKdvXD0ez7jp1296JmAts,45,-18,5,,90,FALSE,155453,0.652,0.259,2,-13.336,1,0.0595,0.903,0,0.362,0.836,142.169,4
05WVKTdZhlIMX4qqMLuo0f,46,4,4,,85,TRUE,197333,0.72,0.88,9,-2.834,1,0.101,0.0562,0.06,0.153,0.463,180.011,4
6wf7Yu7cxBSPrRlWeSeK0Q,47,3,3,,93,FALSE,222369,0.444,0.0911,0,-17.665,1,0.0307,0.959,1.05E-06,0.098,0.142,78.403,4
0QZ5yyl6B6utIWkxeBDxQN,48,2,-6,,82,FALSE,208211,0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,3
4Dvkj6JhhA12EX05fT7y2e,49,1,-5,,94,FALSE,167303,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4
5humEOJehpAwMJEJmb0JJ2,50,-13,0,,69,FALSE,190973,0.31,0.095,1,-17.828,1,0.0366,0.904,3.43E-05,0.128,0.188,72.76,4
6Kijtp0DB6VwcoJIw7PJ9W,1,0,0,ZA,70,FALSE,351200,0.806,0.767,6,-9.686,0,0.112,0.179,0.00126,0.182,0.795,113.001,4
0UBK6HcgmmWUQzFQTncmDz,2,0,1,ZA,68,FALSE,328096,0.867,0.45,9,-8.306,1,0.0467,0.0102,0.00124,0.0228,0.589,113.015,4
5yyYL1FpimADTIftYQU0cg,3,0,-1,ZA,70,FALSE,410847,0.697,0.643,5,-10.253,0,0.0384,0.0709,0.584,0.101,0.748,118.004,4
4tsVMjM60RNTe9EV5oQ4sQ,4,0,0,ZA,66,FALSE,427217,0.603,0.501,6,-14.253,0,0.0617,0.0224,0.155,0.0154,0.355,113.006,4
7JbLSEDlRdoJaXk5ddZae2,5,0,1,ZA,66,FALSE,257959,0.619,0.903,1,-4.659,1,0.0693,0.0296,0.00199,0.19,0.964,154.639,4
3pImmSzeKex5ffzsDoaL3z,6,1,1,ZA,67,FALSE,414966,0.748,0.56,4,-13.918,0,0.0563,0.575,0.00117,0.141,0.492,112,4
1eOOCRtXcPwK8qG8VjtczJ,7,-1,-2,ZA,65,FALSE,306909,0.765,0.453,8,-9.63,1,0.059,0.00824,0.0651,0.0641,0.622,112.015,4
5CD3ImPPdCW8QFQkjo5TXt,8,2,8,ZA,60,FALSE,373821,0.895,0.438,2,-13.307,0,0.083,0.023,0.000359,0.0425,0.508,113.047,4
4URabg9AGHasjFEVdTbWcC,9,0,2,ZA,71,FALSE,280424,0.831,0.568,1,-9.984,1,0.0515,5.00E-05,0.0901,0.122,0.16,113.009,4
3oPYVnm0LsmAQ4RobrRS29,10,-2,40,ZA,31,FALSE,447834,0.861,0.524,6,-13.325,0,0.0667,0.06,0.000776,0.0231,0.632,111.982,4
1ng4byy7mejezJ08hs4P7R,11,0,1,ZA,56,FALSE,413838,0.822,0.571,1,-11.215,0,0.0527,0.00391,0.0572,0.0518,0.547,112.998,4
6SYd9stPpCzbuLAeU3FR9K,12,1,1,ZA,60,FALSE,509789,0.794,0.436,6,-18.272,0,0.0633,0.00775,0.699,0.654,0.353,112.997,4
4J1H4EuucGhhYfcPpYCBRr,13,-1,4,ZA,66,FALSE,492617,0.785,0.471,1,-12.497,1,0.0468,0.0133,0.688,0.119,0.497,112.991,4
5aIVCx5tnk0ntmdiinnYvw,14,2,1,ZA,95,FALSE,200255,0.673,0.722,3,-3.495,0,0.0755,0.0856,0,0.137,0.519,117.187,4
4xhsWYTOGcal8zt0J161CU,15,3,-1,ZA,97,TRUE,138411,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19E-06,0.0937,0.606,104.983,4
6NC6bUY7tAIgr5xvzzZnBR,16,-2,2,ZA,56,FALSE,265213,0.843,0.472,7,-12.282,1,0.0471,0.038,8.94E-05,0.0892,0.41,113.046,4
5tpft20jhQvRlG3O7XfwWy,17,0,2,ZA,73,TRUE,391888,0.842,0.504,1,-7.557,1,0.0534,0.0246,0.0139,0.0698,0.495,112.995,4
5R9zmvswQj0SRJ1XM0yTzU,18,-3,12,ZA,62,FALSE,242155,0.811,0.706,9,-6.664,1,0.0429,0.000216,0.349,0.0551,0.581,113.014,4
1g7hu7KMV5woMx6xfi1C6p,19,1,9,ZA,56,FALSE,228647,0.76,0.733,5,-7.456,0,0.0523,0.239,8.58E-05,0.11,0.329,121.958,4
7Gc7tNSocAypLct0MYYzmk,20,2,0,ZA,65,FALSE,347148,0.869,0.549,10,-11.258,0,0.065,0.0295,0.0252,0.0679,0.146,112.028,4
4xQgivVLGFlB0tctjpR2SU,21,-2,5,ZA,54,FALSE,260488,0.669,0.584,8,-7.419,1,0.108,0.447,0,0.0568,0.751,141.697,3
4i2Dz0USzHqcOTrP0y79V9,22,-1,10,ZA,45,FALSE,420229,0.809,0.695,10,-11.967,0,0.0505,0.0384,0.205,0.0321,0.416,120.002,4
1NQCinyxiglxekxXVPEhnC,23,0,10,ZA,65,FALSE,326048,0.582,0.443,2,-11.856,1,0.0983,0.00758,0.5,0.0499,0.26,111.98,4
5l4S6LVL1AQfZC01pypXl6,24,0,7,ZA,64,FALSE,319369,0.707,0.718,10,-9.083,0,0.0428,0.056,0.00729,0.287,0.502,112.984,4
06QKSv9bjUYLEUdRpuaGeQ,25,0,9,ZA,52,FALSE,433397,0.806,0.543,1,-10.091,1,0.105,0.0102,5.91E-05,0.117,0.497,112.993,4
6u378lxN4C0eUnx7ns9Epg,26,10,-18,ZA,62,FALSE,270860,0.553,0.202,8,-14.446,1,0.205,0.87,0.000981,0.154,0.145,157.579,3
7wyxymLTOjYzcMfqd9jTDV,27,6,23,ZA,50,FALSE,330875,0.879,0.644,9,-10.767,1,0.0664,0.0884,0.157,0.0503,0.505,112.016,4
5PyDJG7SQRgWXefgexqIge,28,9,-5,ZA,84,TRUE,265360,0.755,0.687,8,-6.247,0,0.101,0.183,0.000177,0.125,0.381,123.01,4
6lrKA1DMAihPI490Oj0twC,29,0,21,ZA,48,FALSE,372976,0.794,0.673,10,-10.784,1,0.045,0.00196,0.00694,0.0338,0.264,112.004,4
1djewwWkOaJGFtPaQc2MU6,30,-3,20,ZA,53,FALSE,378264,0.837,0.482,11,-14.684,0,0.054,0.0129,0.0156,0.0491,0.3,112.003,4
09zHC0CNGuWQ1ot7WhzwKJ,31,-3,5,ZA,54,FALSE,288052,0.703,0.442,11,-13.981,1,0.048,0.0129,8.79E-05,0.18,0.632,90.007,4
7ssA6kQHkrNSNx4ZLiTV8V,32,-2,-23,ZA,60,FALSE,444932,0.845,0.268,5,-20.731,0,0.105,0.0347,0.00106,0.0769,0.229,113.002,4
710qLZ4WOxBj7ZaVbVJtkh,33,-1,-9,ZA,59,FALSE,450326,0.875,0.374,11,-17.522,0,0.0516,0.0132,0.117,0.0394,0.661,113.002,4
0XSYoJ0MJpMB2tddyRcBEC,34,-8,10,ZA,64,FALSE,331377,0.813,0.399,0,-18.875,1,0.0826,0.0113,0.0571,0.11,0.681,112.996,4
4XQNZPkMyo1LxR3NYbVegt,35,0,8,ZA,59,FALSE,244062,0.549,0.171,11,-14.778,1,0.0566,0.583,0.000953,0.127,0.483,119.589,5
4nFrcGM7MY1mpoQCC7Kefj,36,12,11,ZA,81,FALSE,192935,0.775,0.662,10,-7.755,1,0.0408,0.117,0.0648,0.0928,0.257,112.014,4
7aqfrAY2p9BUSiupwk3svU,37,13,-2,ZA,90,TRUE,247444,0.47,0.64,2,-7.779,1,0.32,0.0277,0,0.382,0.248,163.92,4
7ko9EAsZ2N1ZpEBlMUkR3J,38,-7,12,ZA,61,FALSE,492831,0.795,0.755,1,-8.849,1,0.0551,0.00987,0.00651,0.0272,0.53,112.998,4
3XqM8hLCEYlbnFjoWwqtFv,39,10,2,ZA,85,TRUE,306847,0.406,0.5,4,-8.452,0,0.0501,0.192,0,0.175,0.0905,157.984,4
4iZ4pt7kvcaH6Yo8UoZ4s2,40,10,-3,ZA,92,TRUE,201800,0.559,0.551,5,-7.231,1,0.132,0.141,0,0.11,0.392,143.008,4
5B3JWkzaEumPyWXGyDcuGQ,41,-7,9,ZA,58,FALSE,307913,0.774,0.441,6,-10.334,1,0.0491,0.00106,0.000878,0.063,0.674,113.007,4
3rUGC1vUpkDG9CZFHMur1t,42,8,-2,ZA,99,TRUE,131872,0.75,0.733,6,-3.18,0,0.0319,0.256,0,0.114,0.844,111.018,1
2ZN6OQlu5FR5fBEv5lf6gH,43,7,7,ZA,9,FALSE,229380,0.753,0.833,8,-6.382,1,0.0475,0.0298,0,0.574,0.867,112.999,4
0JXXNGljqupsJaZsgSbMZV,44,6,4,ZA,89,FALSE,195373,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,4
480PlMmJsQaL821M8xBNxj,45,-5,5,ZA,58,FALSE,416182,0.549,0.242,8,-19.518,1,0.057,0.0632,5.73E-05,0.0659,0.372,113.098,4
5jPckUbvd78IYYd1bEJSwJ,46,-5,4,ZA,54,FALSE,268870,0.47,0.569,9,-10.072,0,0.0385,0.635,0.00624,0.0835,0.872,130.06,4
4rXLjWdF2ZZpXCVTfWcshS,47,3,3,ZA,93,TRUE,125040,0.847,0.622,1,-6.747,0,0.0903,0.119,0,0.285,0.22,130.001,4
6bFD28m0wxDX6CpzTKKCnT,48,-10,2,ZA,46,FALSE,347245,0.875,0.404,11,-11.935,1,0.0568,0.00126,0.000723,0.0443,0.492,111.015,4
2FDTHlrBguDzQkp7PVj16Q,49,1,1,ZA,90,TRUE,229133,0.916,0.583,1,-8.067,1,0.241,0.186,0,0.0798,0.661,141.095,4
5Yx3xbh3ob1TzcSkTZRYjT,50,-11,0,ZA,63,FALSE,300302,0.817,0.731,11,-8.817,1,0.0429,0.000109,0.206,0.353,0.299,112.978,4
4qYfRfSxsmhJ1WMaywtLyI,1,49,49,VN,39,FALSE,174545,0.768,0.325,7,-11.863,1,0.15,0.133,7.69E-06,0.174,0.525,76.975,4
2N0SPREDYqILVEFSsWF5N5,2,0,3,VN,90,FALSE,182293,0.633,0.607,0,-6.182,0,0.0532,0.183,1.38E-06,0.167,0.363,74.029,4
3Ua0m0YmEjrMi9XErKcNiR,3,2,0,VN,93,FALSE,212241,0.629,0.733,7,-5.445,1,0.0419,0.0025,0,0.357,0.362,120.001,4
1bG6Q8sR8jda7ryI365y8o,4,3,46,VN,57,FALSE,236262,0.535,0.661,0,-7.797,1,0.0314,0.716,2.23E-05,0.125,0.337,135.054,4
2KslE17cAJNHTsI2MI0jb2,5,-1,-3,VN,97,FALSE,206019,0.711,0.809,2,-4.389,0,0.0955,0.0447,0,0.339,0.816,106.017,4
2HRgqmZQC0MC7GeNuDIXHN,6,-3,-2,VN,90,TRUE,183550,0.79,0.831,11,-4.185,1,0.044,0.312,0,0.0797,0.872,124.987,4
0tGmDUHDoT8pxYhgAT3yNG,7,42,43,VN,46,FALSE,200727,0.782,0.383,9,-12.702,0,0.0616,0.0522,0.000124,0.095,0.236,109.971,4
3ZbZtdEw9U0uZW4tZItIwq,8,-2,-1,VN,70,FALSE,181558,0.628,0.698,10,-6.757,0,0.0348,0.146,0,0.109,0.341,154.061,4
3XCp5o1FUpAH0aj2Hmj5yz,9,41,41,VN,39,FALSE,214736,0.808,0.541,9,-11.864,0,0.0654,0.0992,0.00351,0.0939,0.38,114.007,4
6KgZf5gZgF1KLNxq1qZgHP,10,-2,1,VN,70,FALSE,188108,0.844,0.677,6,-5.958,1,0.0564,0.171,2.34E-05,0.387,0.791,111.006,4
5h1BN75CEh8wdSwE1xrbSe,11,5,-10,VN,93,FALSE,187026,0.579,0.63,8,-7.758,1,0.058,0.257,0.00462,0.0986,0.552,155.96,4
5J3m0taZ0W1E9HTE0MwcSv,12,-3,-3,VN,70,TRUE,161948,0.778,0.514,8,-12.45,0,0.197,0.355,0.000535,0.323,0.224,94.994,4
2kauMp3YNHXULGXyJh4321,13,37,37,VN,43,FALSE,134267,0.816,0.348,6,-13.128,1,0.085,0.255,0,0.11,0.576,135.961,4
0kHgteR4TV4LO80wrasDSR,14,-3,-6,VN,70,FALSE,300718,0.843,0.484,5,-8.246,1,0.053,0.706,0,0.098,0.356,129.987,4
2doGmsaPLdot51o80juiYU,15,-5,-5,VN,69,TRUE,226993,0.645,0.566,2,-12.294,1,0.14,0.237,4.73E-06,0.418,0.556,76.876,4
2JuHIbFudHwDqQssgqsH3i,16,-4,-4,VN,70,FALSE,200842,0.771,0.438,3,-10.909,0,0.0745,0.794,0.0454,0.112,0.622,94.997,4
4jWmhzf53Q0ZvZMuGdiR9x,17,-3,-4,VN,69,FALSE,230675,0.739,0.537,2,-7.241,0,0.0394,0.251,0,0.0998,0.379,137.97,4
4exlWP8cokkWVCvyP3kg7c,18,-5,-2,VN,64,FALSE,263752,0.632,0.577,4,-8.482,1,0.0319,0.333,0.000163,0.16,0.359,140.035,4
7FX4Ae2nf5U6Y42AEMR9lc,19,31,31,VN,42,FALSE,142588,0.78,0.0867,7,-20.082,1,0.128,0.889,0.000889,0.108,0.394,119.802,4
7jLSThU5Kg1RWt19Leiaxm,20,-5,-6,VN,66,TRUE,156303,0.598,0.489,11,-8.884,0,0.0486,0.587,0,0.119,0.502,204.179,3
24eClW0wZh5fFEFwsUWdSG,21,29,29,VN,41,FALSE,151782,0.761,0.677,0,-10.209,1,0.0379,0.0637,0.00629,0.135,0.908,137.975,4
4acXEYw7ayyJnm9GXDrqiL,22,-5,-5,VN,70,FALSE,268200,0.775,0.44,9,-9.05,0,0.0355,0.493,0.000222,0.0591,0.451,99.993,3
3K7RddI2L8Wiv7uIbrhfLc,23,3,-2,VN,65,FALSE,303968,0.636,0.402,10,-7.858,1,0.0386,0.813,0,0.115,0.293,127.95,4
25h0TqC9H3BcMA7KjK5nHK,24,-6,-4,VN,68,FALSE,225862,0.56,0.42,7,-10.729,1,0.257,0.882,0.000605,0.11,0.585,173.695,4
0SLhB9JLM4Ksz1XdwK3aQD,25,-4,-7,VN,68,FALSE,165555,0.768,0.368,11,-13.274,0,0.047,0.329,0.105,0.284,0.365,107.998,4
3ukrFH17Zl6iEZ2QJ1Zwiy,26,-3,0,VN,67,TRUE,148880,0.808,0.41,2,-10.981,0,0.105,0.816,0,0.102,0.361,110.079,4
1465dD5VklIYHkKfcfirkU,27,23,23,VN,41,FALSE,183529,0.766,0.289,0,-11.935,0,0.0458,0.493,0.000958,0.553,0.521,136.003,4
3YctJXK6kznnWl68TnYobN,28,-9,-13,VN,68,FALSE,194005,0.703,0.28,3,-9.56,1,0.0293,0.726,0.000282,0.118,0.338,141.892,3
6VXVYATpQXEIoZ97NnWCmn,29,-5,11,VN,67,FALSE,241919,0.775,0.358,9,-6.473,0,0.0527,0.861,0,0.415,0.524,139.982,4
7tFwBnuaGXqiiONukPRaCo,30,-10,-8,VN,67,FALSE,197998,0.772,0.519,9,-10.351,1,0.0409,0.639,0.00203,0.101,0.628,120.038,4
1o6cYDMHvKOfizi4d9Lqxr,31,-9,-6,VN,68,FALSE,271704,0.593,0.325,6,-11.214,1,0.0296,0.957,0.219,0.286,0.442,110.068,4
4CUvVaAYuXtvYURLFz7EIL,32,-7,-9,VN,67,FALSE,208048,0.517,0.467,0,-7.222,1,0.0442,0.724,0,0.0908,0.453,199.815,3
01qFKNWq73UfEslI0GvumE,33,-6,-14,VN,86,TRUE,201812,0.853,0.824,1,-3.287,1,0.103,0.0322,0,0.0859,0.888,108.044,4
45Mswno1F7FoZkcmQkp7fi,34,-5,-7,VN,67,FALSE,171741,0.92,0.41,11,-9.497,1,0.455,0.372,0.000595,0.126,0.861,143.034,4
28bxbqNcAuNxYDZYet6eZ7,35,-7,-11,VN,67,TRUE,141760,0.669,0.773,10,-8.182,1,0.108,0.13,4.01E-05,0.0838,0.358,170.085,4
21x7Ld7I7X7HQtDgS8al5Z,36,14,14,VN,40,FALSE,179008,0.792,0.308,6,-14.802,0,0.056,0.0188,0.663,0.219,0.698,122.083,4
7CyPwkp0oE8Ro9Dd5CUDjW,37,-2,-9,VN,94,FALSE,244684,0.522,0.641,8,-6.287,1,0.0318,0.0545,0,0.162,0.202,87.51,4
5ECHJ1llWBNYLVCYrllD3x,38,-7,-9,VN,66,FALSE,255429,0.71,0.552,5,-10.257,1,0.0694,0.761,1.22E-05,0.0921,0.617,139.904,4
0hhF4SJHEosOwZ7gbjgmbf,39,-6,-9,VN,61,FALSE,228413,0.67,0.632,7,-5.264,1,0.042,0.25,0,0.211,0.639,145.027,4
3UX7FjJDl6RodnWekzFwEB,40,-6,-5,VN,65,FALSE,201589,0.626,0.597,2,-7.55,1,0.33,0.844,2.39E-05,0.149,0.182,79.406,4
5T6j0rfpCDBzAxC8Fpd0N7,41,-11,-10,VN,66,FALSE,174286,0.758,0.773,6,-7.266,0,0.214,0.631,2.10E-06,0.114,0.907,169.996,4
72ictTz6o0dusD2QpCn4bn,42,-4,8,VN,60,FALSE,197230,0.901,0.756,8,-6.714,1,0.238,0.369,1.99E-06,0.339,0.963,140.119,4
4fj4Jn4nw8fGX8xdbCntJf,43,-2,-11,VN,65,FALSE,154756,0.69,0.3,6,-9.204,1,0.039,0.769,1.69E-06,0.123,0.646,81.983,4
0gzpqwLf1jhNjnSJEyweAX,44,-8,-8,VN,67,FALSE,258471,0.75,0.349,0,-9.389,1,0.051,0.305,0,0.295,0.481,82.002,3
08ULi904W2Po6pVj8nN7KC,45,-8,-11,VN,67,FALSE,240000,0.664,0.531,3,-10.227,1,0.0391,0.674,1.54E-05,0.353,0.644,90.96,4
0X28PqBpbQhWdi4usYw0w5,46,4,4,VN,39,FALSE,195000,0.725,0.7,5,-8.58,1,0.0938,0.00238,0.00409,0.0468,0.863,160.044,4
3vsmNXDJsCUt2ESWPwFaAv,47,3,3,VN,39,FALSE,217150,0.578,0.835,11,-9.434,0,0.0512,0.436,0.0198,0.176,0.127,168.072,4
59LeatGytui1mQleoiEnWM,48,2,2,VN,38,FALSE,170958,0.808,0.532,9,-11.311,1,0.106,0.0281,0.00184,0.101,0.527,146.085,4
5BTzf3doGTigDIYUFtbkI9,49,-4,-7,VN,65,FALSE,234168,0.494,0.395,6,-8.653,1,0.0301,0.887,1.43E-05,0.058,0.179,141.464,4
1sEOTXdVl8X7SzuJi0P1cq,50,-10,-17,VN,51,FALSE,192186,0.48,0.461,4,-9.914,1,0.0333,0.78,0,0.162,0.523,71.944,4
7bywjHOc0wSjGGbj04XbVi,1,0,0,VE,88,FALSE,196800,0.774,0.86,7,-2.888,0,0.13,0.131,0,0.116,0.446,100.019,4
7iQXYTyuG13aoeHxGG28Nh,2,0,0,VE,96,TRUE,162767,0.911,0.778,5,-2.248,1,0.262,0.0887,2.16E-05,0.179,0.345,96.057,4
5RqSsdzTNPX1uzkmlHCFvK,3,0,0,VE,93,TRUE,172797,0.841,0.738,7,-7.455,0,0.307,0.52,0,0.0892,0.484,169.918,4
2E9bJ7vsFylaYwLwf6dH4f,4,46,46,VE,48,FALSE,215000,0.914,0.607,11,-5.244,1,0.163,0.0881,4.20E-06,0.263,0.635,96.041,4
6XbtvPmIpyCbjuT0e8cQtp,5,-1,-1,VE,93,FALSE,186000,0.668,0.712,5,-5.927,1,0.0381,0.369,2.13E-05,0.108,0.264,100.02,4
1hZsWUnLbqRw09jLAMQSsb,6,1,2,VE,79,TRUE,195586,0.858,0.665,11,-4.772,1,0.152,0.126,0,0.119,0.659,100.09,4
505v13epFXodT9fVAJ6h8k,7,-2,2,VE,90,TRUE,170480,0.92,0.696,6,-3.356,0,0.0742,0.183,0,0.149,0.545,106.966,4
4CUWxHauVJriW776t5lyCJ,8,-2,-2,VE,73,FALSE,227784,0.85,0.71,2,-6.834,1,0.0455,0.563,0,0.0944,0.782,117.99,4
4MjDJD8cW7iVeWInc2Bdyj,9,0,-4,VE,96,TRUE,267194,0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,4
3cDyocF0Ibdfs1SFQk5cLZ,10,-2,-3,VE,91,TRUE,199946,0.822,0.711,6,-4.943,1,0.0668,0.179,1.46E-05,0.083,0.934,102.984,4
7ABLbnD53cQK00mhcaOUVG,11,-1,-1,VE,94,TRUE,197920,0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,4
